24.0,21.54945196
50.0,47.46446305
15.0,17.21865634
38.0,36.58639803
87.0,87.28898389
36.0,32.46387493
12.0,10.78089683
81.0,80.7633986
25.0,24.61215147
5.0,6.963319071
16.0,11.23757338
16.0,13.53290206
24.0,24.60323899
39.0,39.40049976
54.0,48.43753838
60.0,61.69900319
26.0,26.92832418
73.0,70.4052055
29.0,29.34092408
31.0,25.30895192
68.0,69.02934339
87.0,84.99484703
58.0,57.04310305
54.0,50.5921991
84.0,83.02772202
58.0,57.05752706
49.0,47.95883341
20.0,24.34226432
90.0,94.68488281
48.0,48.03970696
4.0,7.08132338
25.0,21.99239907
42.0,42.33151664
0.0,0.329089443
60.0,61.92303698
93.0,91.17716423
39.0,39.45358014
7.0,5.996069607
21.0,22.59015942
68.0,61.18044414
84.0,85.02778957
0.0,-1.28631089
58.0,61.94273962
19.0,21.96033347
36.0,33.66194193
19.0,17.60946242
59.0,58.5630564
51.0,52.82390762
19.0,22.1363481
33.0,35.07467353
85.0,86.18822311
44.0,42.63227697
5.0,4.09817744
59.0,61.2229864
14.0,17.70677576
9.0,11.85312574
75.0,80.23051695
69.0,62.64931741
10.0,9.616859804
17.0,20.02797699
58.0,61.7510743
74.0,71.61010303
21.0,23.77154623
51.0,51.90142035
19.0,22.66073682
50.0,50.02897927
24.0,26.68794368
0.0,0.376911899
12.0,6.806419002
75.0,77.33986001
21.0,28.90260209
64.0,66.7346608
5.0,0.707510638
58.0,57.07748383
32.0,28.41453196
41.0,44.46272123
7.0,7.459605998
4.0,2.316708112
5.0,4.928546187
49.0,52.50336074
90.0,91.19109623
3.0,8.489164326
11.0,6.963371967
32.0,31.97989959
83.0,81.4281205
25.0,22.62365422
83.0,78.52505087
26.0,25.80714057
76.0,73.51081775
95.0,91.775467
53.0,49.21863516
77.0,80.50445387
42.0,50.05636123
25.0,25.46292549
54.0,55.32164264
55.0,59.1244888
0.0,1.100686692
73.0,71.98020786
35.0,30.13666408
86.0,83.88427405
90.0,89.91004752
13.0,8.335654576
46.0,47.88388961
46.0,45.00397413
32.0,31.15664574
8.0,9.190375682
71.0,74.83135003
28.0,30.23177607
24.0,24.21914027
56.0,57.87219151
49.0,50.61728392
79.0,78.67470043
90.0,86.236707
89.0,89.10409255
41.0,43.26595082
27.0,26.68273277
58.0,59.46383041
26.0,28.90055826
31.0,31.300416
70.0,71.1433266
71.0,68.4739206
39.0,39.98238856
7.0,4.075776144
48.0,47.85817542
56.0,51.20390217
45.0,43.9367213
41.0,38.13626679
3.0,3.574661632
37.0,36.4139958
24.0,22.21908523
68.0,63.5312572
47.0,49.86702787
27.0,21.53140009
68.0,64.05710234
